Year and Quarter,Analysis,Department_Type_Matrix,Compound,Units,xqcorgconc,Target,Actual,Percent Rec.,Date,Batch ID,Sample ID
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR1,Toluene,ppbv,0,0.2,0.2698,134.9,12/4/2024,241204A8,241204A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR1,2-Hexanone,ppbv,0,2,0.1865,9.3,12/4/2024,241204A8,241204A8.LOQ020
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR1,Dibromochloromethane,ppbv,0,0.2,0.2713,135.6,12/4/2024,241204A8,241204A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR1,"1,2-Dibromoethane",ppbv,0,0.2,0.2121,106.1,12/4/2024,241204A8,241204A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR1,Tetrachloroethene,ppbv,0,0.2,0.3,150,12/4/2024,241204A8,241204A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR1,"1,1,1,2-Tetrachloroethane",ppbv,0,0.2,0.2915,145.7,12/4/2024,241204A8,241204A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR1,Chlorobenzene,ppbv,0,0.2,0.239,119.5,12/4/2024,241204A8,241204A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR1,Ethylbenzene,ppbv,0,0.2,0.2548,127.4,12/4/2024,241204A8,241204A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR1,"p,m-Xylene",ppbv,0,0.4,0.4632,115.8,12/4/2024,241204A8,241204A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR1,Bromoform,ppbv,0,0.2,0.211,105.5,12/4/2024,241204A8,241204A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR1,Styrene,ppbv,0,0.2,0.1438,71.9,12/4/2024,241204A8,241204A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR1,"1,1,2,2-Tetrachloroethane",ppbv,0,0.2,0.1589,79.5,12/4/2024,241204A8,241204A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR1,o-Xylene,ppbv,0,0.2,0.2452,122.6,12/4/2024,241204A8,241204A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR1,Isopropylbenzene,ppbv,0,0.2,0.2344,117.2,12/4/2024,241204A8,241204A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR1,n-Propylbenzene,ppbv,0,0.2,0.1909,95.4,12/4/2024,241204A8,241204A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR1,2-Chlorotoluene,ppbv,0,0.2,0.2251,112.6,12/4/2024,241204A8,241204A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR1,4-Ethyltoluene,ppbv,0,0.2,0.2221,111,12/4/2024,241204A8,241204A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR1,"1,3,5-Trimethylbenzene",ppbv,0,0.2,0.2069,103.5,12/4/2024,241204A8,241204A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR1,tert-Butylbenzene,ppbv,0,0.2,0.2083,104.2,12/4/2024,241204A8,241204A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR1,"1,2,4-Trimethylbenzene",ppbv,0,0.2,0.1621,81,12/4/2024,241204A8,241204A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR1,sec-Butylbenzene,ppbv,0,0.2,0.1896,94.8,12/4/2024,241204A8,241204A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR1,"1,3-Dichlorobenzene",ppbv,0,0.2,0.1593,79.7,12/4/2024,241204A8,241204A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR1,Benzyl chloride,ppbv,0,0.2,0.0854,42.7,12/4/2024,241204A8,241204A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR1,"1,4-Dichlorobenzene",ppbv,0,0.2,0.143,71.5,12/4/2024,241204A8,241204A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR1,o-Isopropyltoluene,ppbv,0,0.2,0.1548,77.4,12/4/2024,241204A8,241204A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR1,"1,2-Dichlorobenzene",ppbv,0,0.2,0.13,65,12/4/2024,241204A8,241204A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR1,n-Butylbenzene,ppbv,0,0.2,0.1188,59.4,12/4/2024,241204A8,241204A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR1,"1,2,4-Trichlorobenzene",ppbv,0,0.2,0.0679,33.9,12/4/2024,241204A8,241204A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR1,Naphthalene,ppbv,0,0.2,0.0412,20.6,12/4/2024,241204A8,241204A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR1,Hexachlorobutadiene,ppbv,0,0.2,0.1607,80.4,12/4/2024,241204A8,241204A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR2,Propylene,ppbv,0,2,1.5832,79.2,12/6/2024,241206A8,241206A8.LOQ020
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR2,Dichlorodifluoromethane,ppbv,0,0.2,0.2383,119.2,12/6/2024,241206A8,241206A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR2,Chloromethane,ppbv,0,2,2.1545,107.7,12/6/2024,241206A8,241206A8.LOQ020
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR2,Freon 114,ppbv,0,0.2,0.2371,118.6,12/6/2024,241206A8,241206A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR2,Vinyl chloride,ppbv,0,0.2,0.1699,84.9,12/6/2024,241206A8,241206A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR2,"1,3-Butadiene",ppbv,0,2,2.3968,119.8,12/6/2024,241206A8,241206A8.LOQ020
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR2,Bromomethane,ppbv,0,0.2,0.2032,101.6,12/6/2024,241206A8,241206A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR2,Chloroethane,ppbv,0,2,2.4002,120,12/6/2024,241206A8,241206A8.LOQ020
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR2,Ethanol,ppbv,0,2,2.6091,130.5,12/6/2024,241206A8,241206A8.LOQ020
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR2,Vinyl Bromide,ppbv,0,0.2,0.2144,107.2,12/6/2024,241206A8,241206A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR2,Trichlorofluoromethane,ppbv,0,0.2,0.2228,111.4,12/6/2024,241206A8,241206A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR2,Acrolein,ppbv,0,2,2.211,110.6,12/6/2024,241206A8,241206A8.LOQ020
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR2,Acetonitrile,ppbv,0,2,3.0268,151.3,12/6/2024,241206A8,241206A8.LOQ020
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR2,Isopropyl Alcohol,ppbv,0,0.2,0.2364,118.2,12/6/2024,241206A8,241206A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR2,Acetone,ppbv,0,2,2.2244,111.2,12/6/2024,241206A8,241206A8.LOQ020
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR2,"1,1-Dichloroethene",ppbv,0,0.2,0.2032,101.6,12/6/2024,241206A8,241206A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR2,Acrylonitrile,ppbv,0,2,2.3276,116.4,12/6/2024,241206A8,241206A8.LOQ020
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR2,tert-Butyl alcohol,ppbv,0,0.2,0.2487,124.4,12/6/2024,241206A8,241206A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR2,Methylene chloride,ppbv,0,2,2.3526,117.6,12/6/2024,241206A8,241206A8.LOQ020
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR2,Freon 113,ppbv,0,0.2,0.2289,114.5,12/6/2024,241206A8,241206A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR2,3-Chloropropene,ppbv,0,2,2.463,123.2,12/6/2024,241206A8,241206A8.LOQ020
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR2,Carbon disulfide,ppbv,0,2,2.2067,110.3,12/6/2024,241206A8,241206A8.LOQ020
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR2,"trans-1,2-Dichloroethene",ppbv,0,0.2,0.1988,99.4,12/6/2024,241206A8,241206A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR2,tert-Methyl butyl ether (MTBE),ppbv,0,0.2,0.2303,115.2,12/6/2024,241206A8,241206A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR2,"1,1-Dichloroethane",ppbv,0,0.2,0.2249,112.5,12/6/2024,241206A8,241206A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR2,Vinyl acetate,ppbv,0,2,2.4743,123.7,12/6/2024,241206A8,241206A8.LOQ020
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR2,Hexane,ppbv,0,0.2,0.2366,118.3,12/6/2024,241206A8,241206A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR2,2-Butanone (MEK),ppbv,0,2,2.2769,113.8,12/6/2024,241206A8,241206A8.LOQ020
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR2,"cis-1,2-Dichloroethene",ppbv,0,0.2,0.2136,106.8,12/6/2024,241206A8,241206A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR2,Chloroform,ppbv,0,0.2,0.2164,108.2,12/6/2024,241206A8,241206A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR2,ethyl acetate,ppbv,0,2,2.115,105.8,12/6/2024,241206A8,241206A8.LOQ020
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR2,Tetrahydrofuran,ppbv,0,0.2,0.2313,115.7,12/6/2024,241206A8,241206A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR2,"1,2-Dichloroethane",ppbv,0,0.2,0.2251,112.6,12/6/2024,241206A8,241206A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR2,"1,1,1-Trichloroethane",ppbv,0,0.2,0.2309,115.5,12/6/2024,241206A8,241206A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR2,Cyclohexane,ppbv,0,0.2,0.2367,118.4,12/6/2024,241206A8,241206A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR2,Carbon tetrachloride,ppbv,0,0.2,0.238,119,12/6/2024,241206A8,241206A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR2,Benzene,ppbv,0,0.2,0.235,117.5,12/6/2024,241206A8,241206A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR2,tert-Amyl methyl ether,ppbv,0,0.2,0.3728,186.4,12/6/2024,241206A8,241206A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR2,"2,2,4-Trimethylpentane",ppbv,0,0.2,0.2328,116.4,12/6/2024,241206A8,241206A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR2,Heptane,ppbv,0,0.2,0.229,114.5,12/6/2024,241206A8,241206A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR2,"1,2-Dichloropropane",ppbv,0,0.2,0.1809,90.5,12/6/2024,241206A8,241206A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR2,Trichloroethene,ppbv,0,0.2,0.221,110.5,12/6/2024,241206A8,241206A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR2,Bromodichloromethane,ppbv,0,0.2,0.2074,103.7,12/6/2024,241206A8,241206A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR2,"1,4-Dioxane",ppbv,0,0.2,0.3283,164.1,12/6/2024,241206A8,241206A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR2,Methyl methacrylate,ppbv,0,0.2,0.2544,127.2,12/6/2024,241206A8,241206A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR2,"cis-1,3-Dichloropropene",ppbv,0,0.2,0.1989,99.4,12/6/2024,241206A8,241206A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR2,4-Methyl-2-pentanone (MIBK),ppbv,0,2,2.1448,107.2,12/6/2024,241206A8,241206A8.LOQ020
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR2,"trans-1,3-Dichloropropene",ppbv,0,0.2,0.197,98.5,12/6/2024,241206A8,241206A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR2,"1,1,2-Trichloroethane",ppbv,0,0.2,0.2129,106.5,12/6/2024,241206A8,241206A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR2,Toluene,ppbv,0,0.2,0.2434,121.7,12/6/2024,241206A8,241206A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR2,2-Hexanone,ppbv,0,2,2.0725,103.6,12/6/2024,241206A8,241206A8.LOQ020
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR2,Dibromochloromethane,ppbv,0,0.2,0.2284,114.2,12/6/2024,241206A8,241206A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR2,"1,2-Dibromoethane",ppbv,0,0.2,0.2342,117.1,12/6/2024,241206A8,241206A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR2,Tetrachloroethene,ppbv,0,0.2,0.2389,119.5,12/6/2024,241206A8,241206A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR2,"1,1,1,2-Tetrachloroethane",ppbv,0,0.2,0.2307,115.4,12/6/2024,241206A8,241206A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR2,Chlorobenzene,ppbv,0,0.2,0.2321,116,12/6/2024,241206A8,241206A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR2,Ethylbenzene,ppbv,0,0.2,0.2414,120.7,12/6/2024,241206A8,241206A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR2,"p,m-Xylene",ppbv,0,0.2,0.4591,229.6,12/6/2024,241206A8,241206A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR2,Bromoform,ppbv,0,0.2,0.2219,111,12/6/2024,241206A8,241206A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR2,Styrene,ppbv,0,0.2,0.2275,113.8,12/6/2024,241206A8,241206A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR2,"1,1,2,2-Tetrachloroethane",ppbv,0,0.2,0.2268,113.4,12/6/2024,241206A8,241206A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR2,o-Xylene,ppbv,0,0.2,0.2254,112.7,12/6/2024,241206A8,241206A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR2,Isopropylbenzene,ppbv,0,0.2,0.2262,113.1,12/6/2024,241206A8,241206A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR2,n-Propylbenzene,ppbv,0,0.2,0.2254,112.7,12/6/2024,241206A8,241206A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR2,2-Chlorotoluene,ppbv,0,0.2,0.2146,107.3,12/6/2024,241206A8,241206A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR2,4-Ethyltoluene,ppbv,0,0.2,0.2133,106.6,12/6/2024,241206A8,241206A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR2,"1,3,5-Trimethylbenzene",ppbv,0,0.2,0.2188,109.4,12/6/2024,241206A8,241206A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR2,tert-Butylbenzene,ppbv,0,0.2,0.2673,133.6,12/6/2024,241206A8,241206A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR2,"1,2,4-Trimethylbenzene",ppbv,0,0.2,0.2103,105.2,12/6/2024,241206A8,241206A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR2,sec-Butylbenzene,ppbv,0,0.2,0.2282,114.1,12/6/2024,241206A8,241206A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR2,"1,3-Dichlorobenzene",ppbv,0,0.2,0.2134,106.7,12/6/2024,241206A8,241206A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR2,Benzyl chloride,ppbv,0,0.2,0.1744,87.2,12/6/2024,241206A8,241206A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR2,"1,4-Dichlorobenzene",ppbv,0,0.2,0.2174,108.7,12/6/2024,241206A8,241206A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR2,o-Isopropyltoluene,ppbv,0,0.2,0.2089,104.5,12/6/2024,241206A8,241206A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR2,"1,2-Dichlorobenzene",ppbv,0,0.2,0.2188,109.4,12/6/2024,241206A8,241206A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR2,n-Butylbenzene,ppbv,0,0.2,0.2016,100.8,12/6/2024,241206A8,241206A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR2,"1,2,4-Trichlorobenzene",ppbv,0,0.2,0.1303,65.1,12/6/2024,241206A8,241206A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR2,Naphthalene,ppbv,0,0.2,0.112,56,12/6/2024,241206A8,241206A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR2,Hexachlorobutadiene,ppbv,0,0.2,0.2083,104.2,12/6/2024,241206A8,241206A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR1,Propylene,ppbv,0,2,1.5735,78.7,12/12/2024,241211A8,241211A8.LOQ020
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR1,Dichlorodifluoromethane,ppbv,0,0.2,0.2349,117.5,12/12/2024,241211A8,241211A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR1,Chloromethane,ppbv,0,2,2.2238,111.2,12/12/2024,241211A8,241211A8.LOQ020
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR1,Freon 114,ppbv,0,0.2,0.2442,122.1,12/12/2024,241211A8,241211A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR1,Vinyl chloride,ppbv,0,0.2,0.1589,79.5,12/12/2024,241211A8,241211A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR1,"1,3-Butadiene",ppbv,0,2,2.1537,107.7,12/12/2024,241211A8,241211A8.LOQ020
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR1,Bromomethane,ppbv,0,0.2,0.2029,101.4,12/12/2024,241211A8,241211A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR1,Chloroethane,ppbv,0,2,2.3395,117,12/12/2024,241211A8,241211A8.LOQ020
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR1,Ethanol,ppbv,0,2,2.1661,108.3,12/12/2024,241211A8,241211A8.LOQ020
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR1,Vinyl Bromide,ppbv,0,0.2,0.2397,119.9,12/12/2024,241211A8,241211A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR1,Trichlorofluoromethane,ppbv,0,0.2,0.2281,114,12/12/2024,241211A8,241211A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR1,Acrolein,ppbv,0,2,2.133,106.7,12/12/2024,241211A8,241211A8.LOQ020
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR1,Acetonitrile,ppbv,0,2,1.8413,92.1,12/12/2024,241211A8,241211A8.LOQ020
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR1,Isopropyl Alcohol,ppbv,0,0.2,0.3325,166.3,12/12/2024,241211A8,241211A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR1,Acetone,ppbv,0,2,2.1404,107,12/12/2024,241211A8,241211A8.LOQ020
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR1,"1,1-Dichloroethene",ppbv,0,0.2,0.215,107.5,12/12/2024,241211A8,241211A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR1,Acrylonitrile,ppbv,0,2,2.4061,120.3,12/12/2024,241211A8,241211A8.LOQ020
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR1,tert-Butyl alcohol,ppbv,0,0.2,0.2265,113.3,12/12/2024,241211A8,241211A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR1,Methylene chloride,ppbv,0,2,2.3846,119.2,12/12/2024,241211A8,241211A8.LOQ020
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR1,Freon 113,ppbv,0,0.2,0.2119,106,12/12/2024,241211A8,241211A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR1,3-Chloropropene,ppbv,0,2,1.9539,97.7,12/12/2024,241211A8,241211A8.LOQ020
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR1,Carbon disulfide,ppbv,0,2,2.2326,111.6,12/12/2024,241211A8,241211A8.LOQ020
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR1,"trans-1,2-Dichloroethene",ppbv,0,0.2,0.2035,101.7,12/12/2024,241211A8,241211A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR1,tert-Methyl butyl ether (MTBE),ppbv,0,0.2,0.2202,110.1,12/12/2024,241211A8,241211A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR1,"1,1-Dichloroethane",ppbv,0,0.2,0.2208,110.4,12/12/2024,241211A8,241211A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR1,Vinyl acetate,ppbv,0,2,2.3137,115.7,12/12/2024,241211A8,241211A8.LOQ020
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR1,Hexane,ppbv,0,0.2,0.2109,105.5,12/12/2024,241211A8,241211A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR1,2-Butanone (MEK),ppbv,0,2,2.1023,105.1,12/12/2024,241211A8,241211A8.LOQ020
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR1,"cis-1,2-Dichloroethene",ppbv,0,0.2,0.2138,106.9,12/12/2024,241211A8,241211A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR1,Chloroform,ppbv,0,0.2,0.2224,111.2,12/12/2024,241211A8,241211A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR1,ethyl acetate,ppbv,0,2,1.8612,93.1,12/12/2024,241211A8,241211A8.LOQ020
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR1,Tetrahydrofuran,ppbv,0,0.2,0.2184,109.2,12/12/2024,241211A8,241211A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR1,"1,2-Dichloroethane",ppbv,0,0.2,0.2262,113.1,12/12/2024,241211A8,241211A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR1,"1,1,1-Trichloroethane",ppbv,0,0.2,0.2287,114.4,12/12/2024,241211A8,241211A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR1,Cyclohexane,ppbv,0,0.2,0.2026,101.3,12/12/2024,241211A8,241211A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR1,Carbon tetrachloride,ppbv,0,0.2,0.2389,119.5,12/12/2024,241211A8,241211A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR1,Benzene,ppbv,0,0.2,0.2189,109.5,12/12/2024,241211A8,241211A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR1,tert-Amyl methyl ether,ppbv,0,0.2,0.3473,173.7,12/12/2024,241211A8,241211A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR1,"2,2,4-Trimethylpentane",ppbv,0,0.2,0.2045,102.3,12/12/2024,241211A8,241211A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR1,Heptane,ppbv,0,0.2,0.2221,111,12/12/2024,241211A8,241211A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR1,"1,2-Dichloropropane",ppbv,0,0.2,0.2252,112.6,12/12/2024,241211A8,241211A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR1,Trichloroethene,ppbv,0,0.2,0.2078,103.9,12/12/2024,241211A8,241211A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR1,Bromodichloromethane,ppbv,0,0.2,0.2175,108.7,12/12/2024,241211A8,241211A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR1,"1,4-Dioxane",ppbv,0,0.2,0.3333,166.6,12/12/2024,241211A8,241211A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR1,Methyl methacrylate,ppbv,0,0.2,0.1991,99.6,12/12/2024,241211A8,241211A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR1,"cis-1,3-Dichloropropene",ppbv,0,0.2,0.2041,102.1,12/12/2024,241211A8,241211A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR1,4-Methyl-2-pentanone (MIBK),ppbv,0,2,2.0591,103,12/12/2024,241211A8,241211A8.LOQ020
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR1,"trans-1,3-Dichloropropene",ppbv,0,0.2,0.1985,99.3,12/12/2024,241211A8,241211A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR1,"1,1,2-Trichloroethane",ppbv,0,0.2,0.2057,102.9,12/12/2024,241211A8,241211A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR1,Toluene,ppbv,0,0.2,0.2239,112,12/12/2024,241211A8,241211A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR1,2-Hexanone,ppbv,0,2,1.9887,99.4,12/12/2024,241211A8,241211A8.LOQ020
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR1,Dibromochloromethane,ppbv,0,0.2,0.2175,108.7,12/12/2024,241211A8,241211A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR1,"1,2-Dibromoethane",ppbv,0,0.2,0.2142,107.1,12/12/2024,241211A8,241211A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR1,Tetrachloroethene,ppbv,0,0.2,0.2292,114.6,12/12/2024,241211A8,241211A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR1,"1,1,1,2-Tetrachloroethane",ppbv,0,0.2,0.227,113.5,12/12/2024,241211A8,241211A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR1,Chlorobenzene,ppbv,0,0.2,0.225,112.5,12/12/2024,241211A8,241211A8.LOQ002
