Year and Quarter,Analysis,Department_Type_Matrix,Compound,Units,xqcorgconc,Target,Actual,Percent Rec.,Date,Batch ID,Sample ID
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR2,Chloroform,ppbv,0,0.2,0.21,105,1/5/2024,240105A8,240105A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR2,"1,2-Dichloroethane",ppbv,0,0.2,0.24,120,1/5/2024,240105A8,240105A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR2,"1,1,1-Trichloroethane",ppbv,0,0.2,0.24,120,1/5/2024,240105A8,240105A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR2,Cyclohexane,ppbv,0,0.2,0.19,95,1/5/2024,240105A8,240105A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR2,tert-Amyl methyl ether,ppbv,0,0.2,0.22,110,1/5/2024,240105A8,240105A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR2,4-Methyl-2-pentanone (MIBK),ppbv,0,0.2,0.2,100,1/5/2024,240105A8,240105A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR2,2-Hexanone,ppbv,0,0.2,0.21,105,1/5/2024,240105A8,240105A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR2,Carbon tetrachloride,ppbv,0,0.2,0.24,120,1/5/2024,240105A8,240105A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR2,"2,2,4-Trimethylpentane",ppbv,0,0.2,0.19,95,1/5/2024,240105A8,240105A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR2,Benzene,ppbv,0,0.2,0.21,105,1/5/2024,240105A8,240105A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR2,Heptane,ppbv,0,0.2,0.2,100,1/5/2024,240105A8,240105A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR2,Trichloroethene,ppbv,0,0.2,0.23,115,1/5/2024,240105A8,240105A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR2,Methyl methacrylate,ppbv,0,0.2,0.2,100,1/5/2024,240105A8,240105A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR2,"1,2-Dichloropropane",ppbv,0,0.2,0.19,95,1/5/2024,240105A8,240105A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR2,"1,4-Dioxane",ppbv,0,0.2,0.34,170,1/5/2024,240105A8,240105A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR2,Bromodichloromethane,ppbv,0,0.2,0.21,105,1/5/2024,240105A8,240105A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR2,"cis-1,3-Dichloropropene",ppbv,0,0.2,0.21,105,1/5/2024,240105A8,240105A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR2,Toluene,ppbv,0,0.2,0.21,105,1/5/2024,240105A8,240105A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR2,"trans-1,3-Dichloropropene",ppbv,0,0.2,0.19,95,1/5/2024,240105A8,240105A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR2,"1,1,2-Trichloroethane",ppbv,0,0.2,0.22,110,1/5/2024,240105A8,240105A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR2,Dibromochloromethane,ppbv,0,0.2,0.22,110,1/5/2024,240105A8,240105A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR2,"1,2-Dibromoethane",ppbv,0,0.2,0.22,110,1/5/2024,240105A8,240105A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR2,Tetrachloroethene,ppbv,0,0.2,0.27,135,1/5/2024,240105A8,240105A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR2,Chlorobenzene,ppbv,0,0.2,0.25,125,1/5/2024,240105A8,240105A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR2,"1,1,1,2-Tetrachloroethane",ppbv,0,0.2,0.26,130,1/5/2024,240105A8,240105A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR2,Ethylbenzene,ppbv,0,0.2,0.24,120,1/5/2024,240105A8,240105A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR2,"p,m-Xylene",ppbv,0,0.4,0.45,112.5,1/5/2024,240105A8,240105A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR2,o-Xylene,ppbv,0,0.2,0.25,125,1/5/2024,240105A8,240105A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR2,Styrene,ppbv,0,0.2,0.22,110,1/5/2024,240105A8,240105A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR2,Bromoform,ppbv,0,0.2,0.25,125,1/5/2024,240105A8,240105A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR2,"1,1,2,2-Tetrachloroethane",ppbv,0,0.2,0.21,105,1/5/2024,240105A8,240105A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR2,4-Ethyltoluene,ppbv,0,0.2,0.23,115,1/5/2024,240105A8,240105A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR2,Isopropylbenzene,ppbv,0,0.2,0.24,120,1/5/2024,240105A8,240105A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR2,n-Propylbenzene,ppbv,0,0.2,0.23,115,1/5/2024,240105A8,240105A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR2,"1,3,5-Trimethylbenzene",ppbv,0,0.2,0.23,115,1/5/2024,240105A8,240105A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR2,2-Chlorotoluene,ppbv,0,0.2,0.27,135,1/5/2024,240105A8,240105A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR2,tert-Butylbenzene,ppbv,0,0.2,0.26,130,1/5/2024,240105A8,240105A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR2,"1,2,4-Trimethylbenzene",ppbv,0,0.2,0.23,115,1/5/2024,240105A8,240105A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR2,sec-Butylbenzene,ppbv,0,0.2,0.25,125,1/5/2024,240105A8,240105A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR2,o-Isopropyltoluene,ppbv,0,0.2,0.23,115,1/5/2024,240105A8,240105A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR2,"1,3-Dichlorobenzene",ppbv,0,0.2,0.25,125,1/5/2024,240105A8,240105A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR2,"1,4-Dichlorobenzene",ppbv,0,0.2,0.22,110,1/5/2024,240105A8,240105A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR2,Benzyl Chloride,ppbv,0,0.2,0.24,120,1/5/2024,240105A8,240105A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR2,"1,2-Dichlorobenzene",ppbv,0,0.2,0.24,120,1/5/2024,240105A8,240105A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR2,n-Butylbenzene,ppbv,0,0.2,0.2,100,1/5/2024,240105A8,240105A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR2,"1,2,4-Trichlorobenzene",ppbv,0,0.2,0.2,100,1/5/2024,240105A8,240105A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR2,Hexachlorobutadiene,ppbv,0,0.2,0.25,125,1/5/2024,240105A8,240105A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR2,Naphthalene,ppbv,0,0.2,0.24,120,1/5/2024,240105A8,240105A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR1,Freon 113,ppbv,0,0.2,0.22,110,1/4/2024,240104A8,240104A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR1,Propylene,ppbv,0,2,1.95,97.5,1/4/2024,240104A8,240104A8.LOQ020
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR1,Freon 114,ppbv,0,0.2,0.21,105,1/4/2024,240104A8,240104A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR1,"1,3-Butadiene",ppbv,0,2,1.98,99,1/4/2024,240104A8,240104A8.LOQ020
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR1,Acetone,ppbv,0,2,2.28,114,1/4/2024,240104A8,240104A8.LOQ020
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR1,Isopropyl Alcohol,ppbv,0,0.2,0.2,100,1/4/2024,240104A8,240104A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR1,Carbon disulfide,ppbv,0,0.2,0.2,100,1/4/2024,240104A8,240104A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR1,Acrylonitrile,ppbv,0,2,1.87,93.5,1/4/2024,240104A8,240104A8.LOQ020
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR1,tert-Methyl butyl ether (MTBE),ppbv,0,0.2,0.21,105,1/4/2024,240104A8,240104A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR1,2-Butanone (MEK),ppbv,0,2,2.02,101,1/4/2024,240104A8,240104A8.LOQ020
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR1,Dichlorodifluoromethane,ppbv,0,0.2,0.22,110,1/4/2024,240104A8,240104A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR1,Chloromethane,ppbv,0,2,1.72,86,1/4/2024,240104A8,240104A8.LOQ020
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR1,Vinyl chloride,ppbv,0,0.2,0.21,105,1/4/2024,240104A8,240104A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR1,Bromomethane,ppbv,0,0.2,0.23,115,1/4/2024,240104A8,240104A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR1,Chloroethane,ppbv,0,2,2.1,105,1/4/2024,240104A8,240104A8.LOQ020
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR1,Vinyl Bromide,ppbv,0,0.2,0.23,115,1/4/2024,240104A8,240104A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR1,Acrolein,ppbv,0,2,1.9,95,1/4/2024,240104A8,240104A8.LOQ020
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR1,Trichlorofluoromethane,ppbv,0,0.2,0.24,120,1/4/2024,240104A8,240104A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR1,Acetonitrile,ppbv,0,2,2.05,102.5,1/4/2024,240104A8,240104A8.LOQ020
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR1,"1,1-Dichloroethene",ppbv,0,0.2,0.2,100,1/4/2024,240104A8,240104A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR1,Ethanol,ppbv,0,2,1.95,97.5,1/4/2024,240104A8,240104A8.LOQ020
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR1,3-Chloropropene,ppbv,0,2,1.86,93,1/4/2024,240104A8,240104A8.LOQ020
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR1,Methylene chloride,ppbv,0,2,2.06,103,1/4/2024,240104A8,240104A8.LOQ020
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR1,tert-Butyl alcohol,ppbv,0,0.2,0.23,115,1/4/2024,240104A8,240104A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR1,"trans-1,2-Dichloroethene",ppbv,0,0.2,0.2,100,1/4/2024,240104A8,240104A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR1,Hexane,ppbv,0,0.2,0.16,80,1/4/2024,240104A8,240104A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR1,"1,1-Dichloroethane",ppbv,0,0.2,0.21,105,1/4/2024,240104A8,240104A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR1,"cis-1,2-Dichloroethene",ppbv,0,0.2,0.24,120,1/4/2024,240104A8,240104A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR1,Vinyl acetate,ppbv,0,2,1.73,86.5,1/4/2024,240104A8,240104A8.LOQ020
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR1,ethyl acetate,ppbv,0,2,1.84,92,1/4/2024,240104A8,240104A8.LOQ020
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR1,Tetrahydrofuran,ppbv,0,0.2,0.17,85,1/4/2024,240104A8,240104A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR1,Chloroform,ppbv,0,0.2,0.23,115,1/4/2024,240104A8,240104A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR1,"1,2-Dichloroethane",ppbv,0,0.2,0.25,125,1/4/2024,240104A8,240104A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR1,"1,1,1-Trichloroethane",ppbv,0,0.2,0.24,120,1/4/2024,240104A8,240104A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR1,Cyclohexane,ppbv,0,0.2,0.2,100,1/4/2024,240104A8,240104A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR1,tert-Amyl methyl ether,ppbv,0,0.2,0.24,120,1/4/2024,240104A8,240104A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR1,4-Methyl-2-pentanone (MIBK),ppbv,0,0.2,0.18,90,1/4/2024,240104A8,240104A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR1,2-Hexanone,ppbv,0,0.2,0.18,90,1/4/2024,240104A8,240104A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR1,Carbon tetrachloride,ppbv,0,0.2,0.26,130,1/4/2024,240104A8,240104A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR1,"2,2,4-Trimethylpentane",ppbv,0,0.2,0.2,100,1/4/2024,240104A8,240104A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR1,Benzene,ppbv,0,0.2,0.2,100,1/4/2024,240104A8,240104A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR1,Heptane,ppbv,0,0.2,0.19,95,1/4/2024,240104A8,240104A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR1,Trichloroethene,ppbv,0,0.2,0.22,110,1/4/2024,240104A8,240104A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR1,Methyl methacrylate,ppbv,0,0.2,0.2,100,1/4/2024,240104A8,240104A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR1,"1,2-Dichloropropane",ppbv,0,0.2,0.21,105,1/4/2024,240104A8,240104A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR1,"1,4-Dioxane",ppbv,0,0.2,0.33,165,1/4/2024,240104A8,240104A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR1,Bromodichloromethane,ppbv,0,0.2,0.22,110,1/4/2024,240104A8,240104A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR1,"cis-1,3-Dichloropropene",ppbv,0,0.2,0.22,110,1/4/2024,240104A8,240104A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR1,Toluene,ppbv,0,0.2,0.21,105,1/4/2024,240104A8,240104A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR1,"trans-1,3-Dichloropropene",ppbv,0,0.2,0.23,115,1/4/2024,240104A8,240104A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR1,"1,1,2-Trichloroethane",ppbv,0,0.2,0.23,115,1/4/2024,240104A8,240104A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR1,Dibromochloromethane,ppbv,0,0.2,0.24,120,1/4/2024,240104A8,240104A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR1,"1,2-Dibromoethane",ppbv,0,0.2,0.24,120,1/4/2024,240104A8,240104A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR1,Tetrachloroethene,ppbv,0,0.2,0.26,130,1/4/2024,240104A8,240104A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR1,Chlorobenzene,ppbv,0,0.2,0.26,130,1/4/2024,240104A8,240104A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR1,"1,1,1,2-Tetrachloroethane",ppbv,0,0.2,0.27,135,1/4/2024,240104A8,240104A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR1,Ethylbenzene,ppbv,0,0.2,0.25,125,1/4/2024,240104A8,240104A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR1,"p,m-Xylene",ppbv,0,0.4,0.47,117.5,1/4/2024,240104A8,240104A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR1,o-Xylene,ppbv,0,0.2,0.22,110,1/4/2024,240104A8,240104A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR1,Styrene,ppbv,0,0.2,0.21,105,1/4/2024,240104A8,240104A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR1,Bromoform,ppbv,0,0.2,0.26,130,1/4/2024,240104A8,240104A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR1,"1,1,2,2-Tetrachloroethane",ppbv,0,0.2,0.23,115,1/4/2024,240104A8,240104A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR1,4-Ethyltoluene,ppbv,0,0.2,0.22,110,1/4/2024,240104A8,240104A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR1,Isopropylbenzene,ppbv,0,0.2,0.24,120,1/4/2024,240104A8,240104A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR1,n-Propylbenzene,ppbv,0,0.2,0.24,120,1/4/2024,240104A8,240104A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR1,"1,3,5-Trimethylbenzene",ppbv,0,0.2,0.22,110,1/4/2024,240104A8,240104A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR1,2-Chlorotoluene,ppbv,0,0.2,0.26,130,1/4/2024,240104A8,240104A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR1,tert-Butylbenzene,ppbv,0,0.2,0.26,130,1/4/2024,240104A8,240104A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR1,"1,2,4-Trimethylbenzene",ppbv,0,0.2,0.23,115,1/4/2024,240104A8,240104A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR1,sec-Butylbenzene,ppbv,0,0.2,0.24,120,1/4/2024,240104A8,240104A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR1,o-Isopropyltoluene,ppbv,0,0.2,0.26,130,1/4/2024,240104A8,240104A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR1,"1,3-Dichlorobenzene",ppbv,0,0.2,0.24,120,1/4/2024,240104A8,240104A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR1,"1,4-Dichlorobenzene",ppbv,0,0.2,0.25,125,1/4/2024,240104A8,240104A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR1,Benzyl Chloride,ppbv,0,0.2,0.21,105,1/4/2024,240104A8,240104A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR1,"1,2-Dichlorobenzene",ppbv,0,0.2,0.25,125,1/4/2024,240104A8,240104A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR1,n-Butylbenzene,ppbv,0,0.2,0.22,110,1/4/2024,240104A8,240104A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR1,"1,2,4-Trichlorobenzene",ppbv,0,0.2,0.21,105,1/4/2024,240104A8,240104A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR1,Hexachlorobutadiene,ppbv,0,0.2,0.29,145,1/4/2024,240104A8,240104A8.LOQ002
2024_QTR1_LOD_LOQ,TO15,LOQ_AIR1,Naphthalene,ppbv,0,0.2,0.27,135,1/4/2024,240104A8,240104A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR1,Propylene,ppbv,0,2,2.1019,105.1,6/14/2024,240614A8,240614A8.LOQ020
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR1,Dichlorodifluoromethane,ppbv,0,0.2,0.3219,161,6/14/2024,240614A8,240614A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR1,Chloromethane,ppbv,0,2,1.6438,82.2,6/14/2024,240614A8,240614A8.LOQ020
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR1,Freon 114,ppbv,0,0.2,0.2715,135.8,6/14/2024,240614A8,240614A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR1,Vinyl chloride,ppbv,0,0.2,0.2423,121.1,6/14/2024,240614A8,240614A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR1,"1,3-Butadiene",ppbv,0,2,1.7934,89.7,6/14/2024,240614A8,240614A8.LOQ020
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR1,Bromomethane,ppbv,0,0.2,0.2523,126.2,6/14/2024,240614A8,240614A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR1,Chloroethane,ppbv,0,2,1.8459,92.3,6/14/2024,240614A8,240614A8.LOQ020
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR1,Ethanol,ppbv,0,2,2.1877,109.4,6/14/2024,240614A8,240614A8.LOQ020
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR1,Vinyl Bromide,ppbv,0,0.2,0.2563,128.1,6/14/2024,240614A8,240614A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR1,Trichlorofluoromethane,ppbv,0,0.2,0.256,128,6/14/2024,240614A8,240614A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR1,Acrolein,ppbv,0,2,1.7069,85.3,6/14/2024,240614A8,240614A8.LOQ020
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR1,Acetonitrile,ppbv,0,2,1.8724,93.6,6/14/2024,240614A8,240614A8.LOQ020
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR1,Isopropyl Alcohol,ppbv,0,0.2,0.3126,156.3,6/14/2024,240614A8,240614A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR1,Acetone,ppbv,0,2,2.0813,104.1,6/14/2024,240614A8,240614A8.LOQ020
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR1,"1,1-Dichloroethene",ppbv,0,0.2,0.2219,111,6/14/2024,240614A8,240614A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR1,Acrylonitrile,ppbv,0,2,1.7566,87.8,6/14/2024,240614A8,240614A8.LOQ020
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR1,tert-Butyl alcohol,ppbv,0,0.2,0.2767,138.4,6/14/2024,240614A8,240614A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR1,Methylene chloride,ppbv,0,2,1.827,91.4,6/14/2024,240614A8,240614A8.LOQ020
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR1,Freon 113,ppbv,0,0.2,0.2648,132.4,6/14/2024,240614A8,240614A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR1,3-Chloropropene,ppbv,0,2,1.7184,85.9,6/14/2024,240614A8,240614A8.LOQ020
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR1,Carbon disulfide,ppbv,0,0.2,0.2718,135.9,6/14/2024,240614A8,240614A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR1,"trans-1,2-Dichloroethene",ppbv,0,0.2,0.2235,111.8,6/14/2024,240614A8,240614A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR1,tert-Methyl butyl ether (MTBE),ppbv,0,0.2,0.2516,125.8,6/14/2024,240614A8,240614A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR1,"1,1-Dichloroethane",ppbv,0,0.2,0.2617,130.8,6/14/2024,240614A8,240614A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR1,Vinyl acetate,ppbv,0,2,1.5427,77.1,6/14/2024,240614A8,240614A8.LOQ020
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR1,Hexane,ppbv,0,0.2,0.2746,137.3,6/14/2024,240614A8,240614A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR1,2-Butanone (MEK),ppbv,0,2,1.5904,79.5,6/14/2024,240614A8,240614A8.LOQ020
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR1,"cis-1,2-Dichloroethene",ppbv,0,0.2,0.2051,102.5,6/14/2024,240614A8,240614A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR1,Chloroform,ppbv,0,0.2,0.2499,125,6/14/2024,240614A8,240614A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR1,ethyl acetate,ppbv,0,2,2.3,115,6/14/2024,240614A8,240614A8.LOQ020
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR1,Tetrahydrofuran,ppbv,0,0.2,0.2984,149.2,6/14/2024,240614A8,240614A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR1,"1,2-Dichloroethane",ppbv,0,0.2,0.2513,125.7,6/14/2024,240614A8,240614A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR1,"1,1,1-Trichloroethane",ppbv,0,0.2,0.2467,123.4,6/14/2024,240614A8,240614A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR1,Cyclohexane,ppbv,0,0.2,0.2444,122.2,6/14/2024,240614A8,240614A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR1,Carbon tetrachloride,ppbv,0,0.2,0.2245,112.3,6/14/2024,240614A8,240614A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR1,Benzene,ppbv,0,0.2,0.2468,123.4,6/14/2024,240614A8,240614A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR1,tert-Amyl methyl ether,ppbv,0,0.2,0.19,95,6/14/2024,240614A8,240614A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR1,"2,2,4-Trimethylpentane",ppbv,0,0.2,0.2403,120.2,6/14/2024,240614A8,240614A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR1,Heptane,ppbv,0,0.2,0.3018,150.9,6/14/2024,240614A8,240614A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR1,"1,2-Dichloropropane",ppbv,0,0.2,0.2528,126.4,6/14/2024,240614A8,240614A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR1,Trichloroethene,ppbv,0,0.2,0.2167,108.4,6/14/2024,240614A8,240614A8.LOQ002
